SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
LIN,Ireland,457.22,2025-05-01,49.23,7.52,6.55,3.898,0.000,446,14.56%,18.65%  (  +1.05%),43.60%,"34,279",6,4,5,85
XRAY,USA,15.57,2025-05-01,36.00,0.55,0.82,12.794,0.000,183,39.44%,37.44%  (  -0.95%),33.99%,"16,621",7,4,4,48
XYZ,USA,61.33,2025-05-01,41.81,2.93,1.58,4.904,0.000,"53,577",72.39%,43.30%  (  +0.03%),2.84%,"579,246",4,5,5,78
SHAK,USA,95.39,2025-05-01,46.81,4.83,3.24,10.393,0.000,922,72.31%,42.80%  (  -2.56%),36.16%,"29,542",8,4,4,78
WTRG,USA,37.90,2025-05-01,47.54,0.91,4.99,6.210,0.000,132,23.83%,23.37%  (  -0.56%),31.86%,"4,503",8,5,5,80
BLDR,USA,130.85,2025-05-06,42.56,4.88,0.91,9.273,0.000,948,36.83%,42.37%  (  +0.55%),30.76%,"27,724",8,5,5,75
NOG,USA,30.64,2025-04-29,47.38,1.10,1.40,5.579,0.000,336,45.45%,35.84%  (  +1.16%),58.04%,"35,255",8,4,4,70
TEAM,USA,236.22,2025-04-24,43.27,11.89,12.91,11.706,10.489,"1,593",59.08%,44.83%  (  -0.29%),39.33%,"67,417",8,4,4,75
LXP,USA,8.76,2025-05-01,45.75,0.20,7.23,12.458,0.000,5,25.02%,51.37%  (  -19.02%),34.53%,465,7,4,4,80
LYV,USA,127.02,2025-05-01,44.52,4.70,1.27,7.562,0.000,"1,002",40.53%,34.99%  (  +0.53%),48.46%,"81,439",7,5,5,75
IRM,USA,87.87,2025-05-01,43.87,2.88,4.20,5.967,0.000,"2,170",38.05%,28.09%  (  -3.77%),29.59%,"52,664",6,4,4,80
PPL,USA,34.08,2025-05-07,45.28,0.60,2.97,3.567,0.000,193,18.89%,18.28%  (  +0.19%),43.76%,"42,846",9,5,5,70
NET,USA,127.50,2025-05-01,48.29,6.97,26.35,12.765,0.000,"20,548",50.14%,48.24%  (  +0.82%),31.35%,"156,868",9,4,4,80
ZTS,USA,161.30,2025-05-01,42.60,3.92,7.80,7.280,0.000,"1,239",31.07%,24.33%  (  +0.15%),17.24%,"37,533",7,5,5,90
PENN,USA,17.33,2025-05-01,40.64,0.88,0.40,10.162,0.000,"18,526",52.35%,57.26%  (  +4.75%),37.34%,"401,714",8,4,4,55
CFLT,USA,26.89,2025-05-06,44.66,1.70,9.32,19.345,0.000,"2,803",94.20%,57.56%  (  +0.12%),39.21%,"189,692",6,4,4,85
SWTX,USA,47.21,2025-05-01,43.26,2.70,18.47,15.403,0.000,"8,397",57.32%,132.42%  (  +1.64%),70.11%,"105,265",9,5,5,0
SW,Ireland,45.57,2025-05-01,42.03,1.60,1.12,6.846,0.000,28,48.78%,35.86%  (  -1.03%),27.27%,"3,539",5,5,5,80
FROG,Israel,34.67,2025-05-08,48.56,1.28,9.13,15.101,0.000,76,42.00%,42.30%  (  -0.40%),17.56%,"17,015",9,5,5,78
BE,USA,23.11,2025-05-08,46.41,1.80,3.61,14.490,0.000,"10,422",68.36%,72.71%  (  +6.66%),47.76%,"306,947",5,4,4,85
CGNX,USA,31.25,2025-05-01,40.47,1.11,5.79,9.085,0.000,197,51.94%,38.95%  (  -1.50%),64.77%,"6,926",4,4,4,70
DKNG,USA,38.98,2025-05-01,45.56,2.23,7.22,10.383,0.000,"76,687",72.21%,43.67%  (  -0.27%),24.83%,"589,188",9,5,5,75
BILL,USA,50.30,2025-05-01,41.53,2.75,3.70,13.839,0.000,"3,952",51.74%,46.36%  (  -0.92%),17.24%,"94,513",7,4,4,78
FIVN,USA,30.73,2025-05-01,37.23,1.65,2.24,15.675,0.000,"11,138",47.68%,50.75%  (  +0.78%),23.87%,"24,531",6,5,5,82
BALL,USA,50.38,2025-04-25,40.94,1.22,1.21,6.609,0.000,183,24.25%,26.40%  (  -0.58%),51.03%,"40,101",8,4,4,65
COLD,USA,21.49,2025-05-08,46.61,0.66,2.29,8.035,0.000,"3,609",33.64%,34.59%  (  -10.62%),37.82%,"1,665",4,4,4,60
XPO,USA,111.02,2025-05-02,41.13,4.85,1.61,11.486,0.000,66,37.05%,47.21%  (  +1.22%),39.78%,"17,653",6,5,5,80
CNK,USA,25.60,2025-05-01,45.72,1.00,1.03,8.146,0.000,"1,568",51.29%,35.09%  (  -1.60%),13.50%,"86,397",9,5,4,75
FLR,USA,38.74,2025-05-02,49.10,1.51,0.40,9.717,0.000,"1,978",48.07%,44.65%  (  +0.35%),54.36%,"107,332",8,4,4,78
AMRX,USA,8.53,2025-05-02,48.46,0.34,0.95,20.058,0.000,214,33.81%,78.46%  (  +13.55%),36.49%,"10,428",6,5,4,80
EVRG,USA,66.17,2025-05-08,45.77,1.18,2.61,3.415,0.000,370,15.37%,19.30%  (  -0.97%),35.97%,"5,264",10,5,5,80
PK,USA,11.36,2025-05-05,39.78,0.41,0.88,7.502,0.000,70,35.58%,59.92%  (  +14.59%),93.58%,"8,117",6,4,4,65
FLS,USA,52.44,2025-05-05,48.83,1.81,1.52,6.314,0.000,55,40.22%,31.82%  (  +1.72%),55.75%,"9,837",5,5,5,85
GPN,USA,98.91,2025-05-07,47.01,2.50,2.41,8.527,0.000,"1,578",30.48%,30.86%  (  +0.66%),28.62%,"61,581",8,4,4,75
ANET,USA,86.94,2025-05-06,44.84,4.04,15.66,9.228,0.000,"37,325",56.34%,39.45%  (  -0.22%),23.80%,"382,553",9,4,4,85
MGM,USA,32.04,2025-05-07,44.86,1.23,0.53,6.554,0.000,"5,137",61.08%,38.84%  (  +3.64%),50.74%,"191,597",9,5,5,85
AMKR,USA,19.69,2025-05-05,39.54,0.75,0.77,11.075,0.000,317,49.24%,42.51%  (  -0.72%),33.10%,"70,922",8,4,5,65
SYY,USA,70.39,2025-04-29,37.85,1.56,0.43,5.368,0.000,"1,673",22.63%,19.98%  (  +0.61%),37.33%,"44,918",7,5,5,80
ERJ,USA,48.89,2025-05-06,49.12,2.01,1.39,8.588,0.000,"1,222",51.21%,43.57%  (  -0.55%),50.63%,"47,441",5,4,4,85
AMCR,Jersey,9.44,2025-04-29,36.27,0.21,1.01,6.080,0.000,251,21.08%,26.22%  (  -22.62%),38.20%,"85,157",10,5,5,70
RITM,USA,11.68,2025-04-29,49.08,0.21,1.29,5.628,0.000,893,17.87%,21.73%  (  +0.61%),24.89%,"92,993",9,5,5,85
SEE,USA,29.34,2025-05-01,34.62,0.92,0.79,8.491,0.000,413,34.45%,33.17%  (  +0.25%),26.11%,"15,609",6,4,5,75
SBUX,USA,95.88,2025-04-29,31.94,2.65,3.02,6.520,0.000,"32,724",28.98%,24.02%  (  -1.54%),21.89%,"524,567",10,4,4,70
AKAM,USA,81.85,2025-05-08,43.50,2.62,3.08,10.445,0.000,"4,912",77.00%,26.18%  (  -1.12%),14.58%,"128,605",4,4,4,80
STAG,USA,34.77,2025-04-29,44.35,0.72,8.62,5.863,0.000,339,19.86%,21.35%  (  -1.13%),22.52%,"2,518",7,4,5,75
CZR,USA,27.52,2025-04-29,36.40,1.42,0.52,6.864,0.000,"12,448",52.35%,45.29%  (  -8.84%),30.69%,"209,382",7,4,5,60
DD,USA,76.45,2025-05-07,44.69,1.69,2.58,5.627,0.000,"1,224",30.83%,22.07%  (  +0.06%),33.79%,"102,253",7,4,4,80
CCCS,USA,9.19,2025-04-29,33.64,0.25,6.40,12.542,0.000,7,22.81%,45.11%  (  +3.22%),26.96%,"1,636",5,4,4,75
MTCH,USA,31.27,2025-05-06,46.57,1.05,2.25,8.552,0.000,"3,792",33.33%,29.31%  (  -2.13%),4.55%,"157,524",7,4,4,68
AME,USA,179.70,2025-05-01,48.47,3.62,5.97,4.776,0.000,245,19.41%,20.79%  (  +1.20%),38.72%,"6,106",7,4,4,85
NCLH,Bermuda,20.47,2025-05-07,42.08,1.09,0.95,8.334,0.000,"15,755",51.38%,46.17%  (  -0.55%),39.11%,"471,941",9,4,4,80
CNR,USA,76.25,2025-05-06,49.68,3.86,1.84,1.636,0.000,906,56.35%,41.87%  (  -2.59%),16.12%,"24,703",4,4,4,70
TAP,USA,58.76,2025-04-29,48.12,1.47,1.02,6.272,0.000,769,35.96%,24.49%  (  -0.53%),34.61%,"18,912",7,4,4,70
PEG,USA,81.42,2025-04-29,46.28,1.90,3.96,4.810,0.000,783,20.61%,21.91%  (  +0.35%),45.61%,"32,694",7,4,4,75
KKR,USA,122.18,2025-05-07,47.27,5.34,4.64,4.349,0.000,"7,187",50.33%,37.08%  (  +1.09%),39.30%,"135,355",4,5,5,85
NVO,USA,73.60,2025-05-01,34.25,2.87,5.88,6.524,0.000,"55,347",48.42%,41.66%  (  +0.48%),51.50%,"404,898",8,4,4,
RIOT,USA,8.51,2025-05-07,46.53,0.72,7.91,11.880,0.000,"69,871",85.85%,74.73%  (  +0.05%),0.10%,"1,193,355",7,5,5,80
DIS,USA,101.61,2025-05-06,43.37,2.43,1.99,7.050,0.000,"38,927",27.38%,23.31%  (  +0.65%),20.00%,"738,010",7,5,5,86
JOBY,Cayman Islands,6.66,2025-05-06,48.39,0.41,37477.57,10.402,0.000,"4,983",62.25%,67.87%  (  +0.38%),30.84%,"239,964",8,4,4,60
LFST,USA,6.75,2025-05-08,31.50,0.27,2.08,12.385,0.000,112,30.81%,40.13%  (  +3.19%),9.54%,"27,656",4,5,5,78
FOLD,USA,8.62,2025-05-08,38.08,0.28,5.01,9.191,0.000,425,32.94%,48.47%  (  -30.34%),38.67%,"17,660",4,4,5,85
DAR,USA,29.67,2025-04-24,33.12,1.36,0.82,10.527,13.564,173,43.85%,42.85%  (  +0.75%),50.93%,"24,006",9,5,5,78
WRBY,USA,20.16,2025-05-08,41.08,1.29,3.16,16.790,0.000,169,61.98%,55.01%  (  +5.06%),30.01%,"13,190",7,4,4,85
CRC,USA,43.99,2025-05-06,47.43,1.46,1.35,7.554,0.000,269,45.87%,36.99%  (  -0.47%),42.35%,"13,965",4,5,5,85
G,Bermuda,50.58,2025-05-08,49.44,1.13,1.86,8.604,0.000,21,19.79%,26.04%  (  -1.88%),30.09%,"3,796",4,4,4,85
COIN,USA,204.23,2025-05-01,46.26,14.84,7.17,9.268,0.000,"218,639",89.33%,60.45%  (  -1.36%),1.56%,"1,019,169",8,4,4,80
TPR,USA,74.72,2025-05-08,47.37,2.93,2.28,6.561,0.000,"2,473",39.75%,37.62%  (  -1.73%),46.39%,"183,981",10,5,4,82
GMAB,USA,19.06,2025-05-01,34.15,0.67,3.88,12.062,0.000,57,48.68%,44.42%  (  +10.66%),30.74%,"16,578",8,4,4,85
04:33:33 PM,,,,,,,,,,,,,,,,,
